,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
1,11.0352057483185,10.3002156273604,11.3823533973075,10.5086539375065,10.4780026757468,11.3446347948279,11.6447462616843,11.8905909281148,12.4684508705904,10.9339383810774
2,14.0109260765727,15.2827390888519,15.7002827775851,16.1323575604827,15.610158892332,16.5806762185741,15.9178740122511,16.5199246690337,17.1390838771305,18.0064531508335
3,11.0483266309943,11.7119325312492,11.4151584059841,11.2762837638051,10.9521547287117,12.071445692143,10.4268412012206,9.72233347635348,11.1604449805123,10.3133299154813
4,14.293423583395,16.6188648342945,15.888981363422,17.0779894508898,13.2870580245998,15.8099428853433,15.2309703241152,14.8973234411263,13.4145870770751,14.1077421985862
5,9.49458614513612,8.21251641741765,8.35480742542686,8.28668760180613,7.9163030554631,9.04573989034243,9.09882334623786,9.08960289912101,9.25291656351166,8.37963882356896
6,4.36448156228498,7.35353551664239,5.16424818238754,6.06895860323828,4.94267328503023,6.79255756177108,3.02677686722875,4.81632471273014,6.07519153858517,6.97895813484384
7,5.17252579842414,7.56127588548046,5.80711326855506,6.35418265207932,7.8973745990924,7.64977302885104,6.60566953098895,5.62391558175908,6.66407027112391,5.19758713867958
8,2.52030082135933,3.92541154534955,3.84860256544626,3.80576899029169,3.154250705721,1.9808638284292,3.21833602649885,2.50679761580262,3.92675324543023,4.3435951568917
9,0,0,0,0,0,0,0,0,0,0
10,10.3803772499358,9.91918975078717,11.7389018296711,10.9471444977778,10.3322087975166,10.7644579258137,10.5068648847104,8.70052193332972,9.36311899826214,9.46491100843515
11,7.84007972981992,9.66136244003347,10.1063803421675,12.5466292790112,7.08813673920304,9.73984604795358,7.0946840555445,9.63189849205591,10.6149101831251,10.1296270754507
12,15.1215707079818,14.6319001585522,14.757047144306,14.6131517891358,14.8506042770201,16.2710132369297,16.3413137724808,15.9510339361814,15.6184105253027,14.6082197949141
13,14.9710203195575,14.7940089104269,16.7013798974885,15.8205350480685,16.7746494079959,16.0051770090741,14.5088163305747,15.1039494150131,16.4625405652116,17.4461499578347
14,6.05425815999587,6.50649492420558,4.79141237006046,5.3392233890919,6.10599149461482,6.0224505314667,4.74409154177804,3.68960312061431,5.21458104557618,8.99277046172088
15,11.6187234560127,11.399266057642,7.93038000696782,9.75239534795991,9.89400002552453,11.2482675862498,10.2391030164634,8.5817883837219,11.3968633316931,11.523751660453
16,5.09554099128644,7.25703254083916,7.00571915317024,6.9603810633933,6.70181904925436,6.21617278230664,7.5401218501611,4.55612445255368,6.68217709953887,6.92797198037403
17,9.35090490614769,7.80165314629554,8.0040391156164,9.20533524659569,8.5381186442301,8.40775353522031,7.70064773772076,6.91608576818599,7.65802467676507,7.40995516500811
18,7.54782898423029,6.89173979976204,8.81695219401886,8.84233134134115,7.81242251866628,7.97237732941211,8.61395052547793,7.47061393893232,8.57205458563063,8.08840170187777
